RespID,Choice_0,CostL_0,CostR_0,TimeL_0,TimeR_0,Choice_1,CostL_1,CostR_1,TimeL_1,TimeR_1,Choice_2,CostL_2,CostR_2,TimeL_2,TimeR_2,Choice_3,CostL_3,CostR_3,TimeL_3,TimeR_3,Choice_4,CostL_4,CostR_4,TimeL_4,TimeR_4,Choice_5,CostL_5,CostR_5,TimeL_5,TimeR_5,Choice_6,CostL_6,CostR_6,TimeL_6,TimeR_6,Choice_7,CostL_7,CostR_7,TimeL_7,TimeR_7,Choice_8,CostL_8,CostR_8,TimeL_8,TimeR_8,Choice_9,CostL_9,CostR_9,TimeL_9,TimeR_9,Choice_10,CostL_10,CostR_10,TimeL_10,TimeR_10,BaseCost,Gender,AgeClass,Mode,BaseTime,TravTimeClass,Purpose,IncClass
12845,2.0,0.0,6.0,135.0,90.0,2.0,-4.5,0.0,120.0,105.0,1.0,0.0,-3.0,90.0,135.0,2.0,-0.75,0.75,150.0,90.0,1.0,4.5,0.0,90.0,120.0,2.0,0.0,3.75,120.0,105.0,2.0,-3.0,0.0,135.0,120.0,1.0,0.0,-3.0,120.0,150.0,2.0,-2.25,3.0,150.0,120.0,1.0,3.0,-3.0,105.0,120.0,1.0,9.0,0.0,120.0,135.0,0,1,5,2,120,3,1,7
12849,2.0,-1.0,0.0,40.0,35.0,2.0,1.0,-1.0,30.0,35.0,2.0,3.0,0.0,35.0,40.0,1.0,-1.5,0.0,35.0,30.0,1.0,0.0,-1.0,25.0,40.0,1.0,-0.25,0.25,45.0,25.0,2.0,1.5,0.0,25.0,35.0,1.0,0.0,1.25,35.0,30.0,1.0,0.0,-1.0,35.0,45.0,1.0,0.0,2.0,40.0,25.0,1.0,-0.75,1.0,45.0,35.0,0,2,5,3,35,1,3,1
12858,1.0,0.0,6.0,135.0,90.0,2.0,3.0,-3.0,105.0,120.0,1.0,-4.5,0.0,120.0,105.0,1.0,0.0,-3.0,90.0,135.0,2.0,-0.75,0.75,150.0,90.0,1.0,0.0,-3.0,120.0,150.0,1.0,-3.0,0.0,135.0,120.0,2.0,-2.25,3.0,150.0,120.0,2.0,9.0,0.0,120.0,135.0,2.0,4.5,0.0,90.0,120.0,1.0,0.0,3.75,120.0,105.0,0,2,2,2,120,3,2,6
12861,2.0,-1.0,0.0,30.0,25.0,1.0,0.0,-1.0,25.0,35.0,1.0,0.0,1.25,25.0,20.0,2.0,1.5,0.0,15.0,25.0,2.0,-0.25,0.25,35.0,15.0,1.0,0.0,-1.0,15.0,30.0,2.0,-1.5,0.0,25.0,20.0,2.0,1.0,-1.0,20.0,25.0,2.0,-0.75,1.0,35.0,25.0,2.0,3.0,0.0,25.0,30.0,2.0,0.0,2.0,30.0,15.0,0,2,2,3,25,1,2,7
12863,2.0,2.0,-2.0,45.0,55.0,1.0,-3.0,0.0,55.0,45.0,1.0,0.0,-2.0,35.0,65.0,2.0,-0.5,0.5,75.0,35.0,2.0,3.0,0.0,35.0,55.0,1.0,0.0,2.5,55.0,45.0,2.0,-2.0,0.0,65.0,55.0,1.0,0.0,4.0,65.0,35.0,2.0,-1.5,2.0,75.0,55.0,2.0,6.0,0.0,55.0,65.0,1.0,0.0,-2.0,55.0,75.0,0,2,3,3,55,2,1,5
12864,2.0,-1.5,2.0,85.0,65.0,2.0,6.0,0.0,65.0,75.0,2.0,0.0,-2.0,45.0,75.0,2.0,2.0,-2.0,55.0,65.0,1.0,0.0,-2.0,65.0,85.0,1.0,-2.0,0.0,75.0,65.0,1.0,0.0,2.5,65.0,55.0,2.0,3.0,0.0,45.0,65.0,2.0,-0.5,0.5,85.0,45.0,1.0,0.0,4.0,75.0,45.0,1.0,-3.0,0.0,65.0,55.0,0,2,2,3,65,2,2,1
12866,2.0,0.0,-2.0,65.0,85.0,1.0,-2.0,0.0,75.0,65.0,1.0,0.0,2.5,65.0,55.0,1.0,-3.0,0.0,65.0,55.0,2.0,3.0,0.0,45.0,65.0,2.0,2.0,-2.0,55.0,65.0,1.0,0.0,4.0,75.0,45.0,1.0,-1.5,2.0,85.0,65.0,2.0,6.0,0.0,65.0,75.0,2.0,-0.5,0.5,85.0,45.0,2.0,0.0,-2.0,45.0,75.0,0,1,3,3,65,2,2,1
12868,1.0,0.0,4.0,100.0,70.0,2.0,-1.5,2.0,110.0,90.0,2.0,6.0,0.0,90.0,100.0,1.0,-3.0,0.0,90.0,80.0,1.0,0.0,-2.0,90.0,110.0,1.0,-2.0,0.0,100.0,90.0,1.0,0.0,2.5,90.0,80.0,2.0,3.0,0.0,70.0,90.0,2.0,0.0,-2.0,70.0,100.0,2.0,-0.5,0.5,110.0,70.0,2.0,2.0,-2.0,80.0,90.0,0,2,1,3,90,2,3,8
12869,2.0,6.0,0.0,68.0,78.0,1.0,0.0,4.0,78.0,48.0,2.0,2.0,-2.0,58.0,68.0,2.0,-1.5,2.0,88.0,68.0,1.0,0.0,-2.0,48.0,78.0,2.0,-0.5,0.5,88.0,48.0,2.0,3.0,0.0,48.0,68.0,1.0,0.0,2.5,68.0,58.0,2.0,-2.0,0.0,78.0,68.0,1.0,0.0,-2.0,68.0,88.0,2.0,-3.0,0.0,68.0,58.0,0,1,2,3,68,2,2,1
12872,2.0,0.0,4.0,88.0,58.0,1.0,2.0,-2.0,68.0,78.0,1.0,0.0,-2.0,58.0,88.0,2.0,-0.5,0.5,98.0,58.0,2.0,-2.0,0.0,88.0,78.0,2.0,0.0,2.5,78.0,68.0,1.0,0.0,-2.0,78.0,98.0,1.0,6.0,0.0,78.0,88.0,1.0,3.0,0.0,58.0,78.0,2.0,-1.5,2.0,98.0,78.0,2.0,-3.0,0.0,78.0,68.0,0,1,2,3,78,2,3,5
12874,2.0,6.0,0.0,50.0,60.0,2.0,-1.5,2.0,70.0,50.0,1.0,0.0,4.0,60.0,30.0,2.0,2.0,-2.0,40.0,50.0,1.0,-3.0,0.0,50.0,40.0,2.0,0.0,-2.0,30.0,60.0,2.0,-0.5,0.5,70.0,30.0,2.0,3.0,0.0,30.0,50.0,1.0,0.0,2.5,50.0,40.0,2.0,-2.0,0.0,60.0,50.0,1.0,0.0,-2.0,50.0,70.0,0,2,1,3,50,2,3,5
12880,2.0,3.0,0.0,30.0,35.0,2.0,-0.75,1.0,40.0,30.0,1.0,0.0,2.0,35.0,20.0,1.0,-1.5,0.0,30.0,25.0,1.0,0.0,-1.0,20.0,35.0,2.0,1.0,-1.0,25.0,30.0,2.0,1.5,0.0,20.0,30.0,1.0,0.0,1.25,30.0,25.0,2.0,-1.0,0.0,35.0,30.0,1.0,0.0,-1.0,30.0,40.0,2.0,-0.25,0.25,40.0,20.0,0,2,2,3,30,1,1,1
12882,2.0,6.0,0.0,90.0,100.0,1.0,-1.5,2.0,110.0,90.0,1.0,0.0,4.0,100.0,70.0,2.0,2.0,-2.0,80.0,90.0,2.0,-3.0,0.0,90.0,80.0,2.0,-0.5,0.5,110.0,70.0,2.0,3.0,0.0,70.0,90.0,1.0,0.0,2.5,90.0,80.0,1.0,-2.0,0.0,100.0,90.0,1.0,0.0,-2.0,90.0,110.0,2.0,0.0,-2.0,70.0,100.0,0,1,4,3,90,2,1,5
12885,2.0,-4.5,0.0,97.0,82.0,1.0,0.0,6.0,112.0,67.0,2.0,3.0,-3.0,82.0,97.0,1.0,0.0,-3.0,67.0,112.0,2.0,-2.25,3.0,127.0,97.0,2.0,4.5,0.0,67.0,97.0,1.0,0.0,3.75,97.0,82.0,2.0,-3.0,0.0,112.0,97.0,1.0,0.0,-3.0,97.0,127.0,2.0,-0.75,0.75,127.0,67.0,2.0,9.0,0.0,97.0,112.0,0,2,3,3,97,3,1,6
12887,1.0,0.0,-2.0,75.0,95.0,1.0,0.0,-2.0,55.0,85.0,2.0,-0.5,0.5,95.0,55.0,2.0,-2.0,0.0,85.0,75.0,1.0,-3.0,0.0,75.0,65.0,2.0,2.0,-2.0,65.0,75.0,1.0,0.0,4.0,85.0,55.0,2.0,-1.5,2.0,95.0,75.0,2.0,6.0,0.0,75.0,85.0,1.0,0.0,2.5,75.0,65.0,1.0,3.0,0.0,55.0,75.0,0,1,2,3,75,2,2,5
12890,1.0,0.0,2.5,53.0,43.0,2.0,3.0,0.0,33.0,53.0,2.0,-0.5,0.5,73.0,33.0,1.0,0.0,-2.0,33.0,63.0,1.0,-3.0,0.0,53.0,43.0,2.0,2.0,-2.0,43.0,53.0,1.0,0.0,4.0,63.0,33.0,1.0,0.0,-2.0,53.0,73.0,2.0,-2.0,0.0,63.0,53.0,2.0,-1.5,2.0,73.0,53.0,2.0,6.0,0.0,53.0,63.0,0,2,2,3,53,2,3,2
12891,2.0,-2.0,0.0,100.0,90.0,1.0,0.0,-2.0,90.0,110.0,1.0,0.0,2.5,90.0,80.0,2.0,3.0,0.0,70.0,90.0,2.0,-0.5,0.5,110.0,70.0,1.0,0.0,-2.0,70.0,100.0,2.0,-3.0,0.0,90.0,80.0,2.0,2.0,-2.0,80.0,90.0,1.0,0.0,4.0,100.0,70.0,2.0,6.0,0.0,90.0,100.0,2.0,-1.5,2.0,110.0,90.0,0,1,2,3,90,2,3,3
12894,1.0,0.0,-1.0,35.0,45.0,2.0,-1.0,0.0,40.0,35.0,1.0,0.0,1.25,35.0,30.0,2.0,1.5,0.0,25.0,35.0,2.0,-0.25,0.25,45.0,25.0,1.0,0.0,-1.0,25.0,40.0,2.0,-1.5,0.0,35.0,30.0,2.0,0.0,2.0,40.0,25.0,2.0,1.0,-1.0,30.0,35.0,2.0,3.0,0.0,35.0,40.0,2.0,-0.75,1.0,45.0,35.0,0,2,1,3,35,1,3,1
12897,1.0,0.0,-1.0,29.0,44.0,2.0,-1.5,0.0,39.0,34.0,1.0,1.0,-1.0,34.0,39.0,2.0,-0.75,1.0,49.0,39.0,1.0,3.0,0.0,39.0,44.0,2.0,-1.0,0.0,44.0,39.0,1.0,0.0,-1.0,39.0,49.0,2.0,-0.25,0.25,49.0,29.0,2.0,0.0,2.0,44.0,29.0,2.0,0.0,1.25,39.0,34.0,1.0,1.5,0.0,29.0,39.0,0,2,2,3,39,1,1,1
12899,1.0,0.0,-2.0,75.0,95.0,1.0,-2.0,0.0,85.0,75.0,1.0,0.0,2.5,75.0,65.0,1.0,3.0,0.0,55.0,75.0,2.0,-0.5,0.5,95.0,55.0,2.0,0.0,-2.0,55.0,85.0,1.0,-3.0,0.0,75.0,65.0,2.0,2.0,-2.0,65.0,75.0,1.0,0.0,4.0,85.0,55.0,2.0,-1.5,2.0,95.0,75.0,2.0,6.0,0.0,75.0,85.0,0,2,2,3,75,2,2,3
12900,1.0,0.0,-2.0,90.0,110.0,1.0,-2.0,0.0,100.0,90.0,2.0,6.0,0.0,90.0,100.0,1.0,-1.5,2.0,110.0,90.0,1.0,0.0,4.0,100.0,70.0,2.0,2.0,-2.0,80.0,90.0,1.0,-3.0,0.0,90.0,80.0,2.0,0.0,-2.0,70.0,100.0,1.0,0.0,2.5,90.0,80.0,2.0,-0.5,0.5,110.0,70.0,2.0,3.0,0.0,70.0,90.0,0,2,1,3,90,2,3,3
12902,2.0,-0.5,0.5,95.0,55.0,1.0,0.0,-2.0,75.0,95.0,1.0,0.0,2.5,75.0,65.0,2.0,-2.0,0.0,85.0,75.0,2.0,3.0,0.0,55.0,75.0,1.0,0.0,4.0,85.0,55.0,1.0,0.0,-2.0,55.0,85.0,2.0,-3.0,0.0,75.0,65.0,2.0,2.0,-2.0,65.0,75.0,2.0,6.0,0.0,75.0,85.0,1.0,-1.5,2.0,95.0,75.0,0,1,2,3,75,2,3,5
12903,1.0,0.0,2.5,75.0,65.0,2.0,-3.0,0.0,75.0,65.0,2.0,-2.0,0.0,85.0,75.0,1.0,0.0,-2.0,75.0,95.0,2.0,2.0,-2.0,65.0,75.0,1.0,0.0,-2.0,55.0,85.0,2.0,6.0,0.0,75.0,85.0,1.0,-1.5,2.0,95.0,75.0,1.0,0.0,4.0,85.0,55.0,1.0,-0.5,0.5,95.0,55.0,2.0,3.0,0.0,55.0,75.0,0,1,5,3,75,2,3,3
12908,2.0,-0.75,1.0,55.0,45.0,1.0,0.0,2.0,50.0,35.0,2.0,1.0,-1.0,40.0,45.0,2.0,-1.5,0.0,45.0,40.0,1.0,0.0,-1.0,35.0,50.0,2.0,-0.25,0.25,55.0,35.0,2.0,1.5,0.0,35.0,45.0,1.0,-1.0,0.0,50.0,45.0,1.0,0.0,-1.0,45.0,55.0,2.0,3.0,0.0,45.0,50.0,1.0,0.0,1.25,45.0,40.0,0,2,1,3,45,1,3,5
12909,1.0,0.0,2.5,85.0,75.0,2.0,-1.5,2.0,105.0,85.0,1.0,0.0,-2.0,85.0,105.0,2.0,-2.0,0.0,95.0,85.0,1.0,3.0,0.0,65.0,85.0,2.0,-0.5,0.5,105.0,65.0,1.0,0.0,-2.0,65.0,95.0,1.0,-3.0,0.0,85.0,75.0,2.0,2.0,-2.0,75.0,85.0,2.0,6.0,0.0,85.0,95.0,1.0,0.0,4.0,95.0,65.0,0,1,2,3,85,2,3,1
12913,1.0,0.0,-2.0,55.0,85.0,1.0,0.0,2.5,75.0,65.0,1.0,3.0,0.0,55.0,75.0,2.0,6.0,0.0,75.0,85.0,2.0,-1.5,2.0,95.0,75.0,2.0,0.0,4.0,85.0,55.0,2.0,2.0,-2.0,65.0,75.0,1.0,-3.0,0.0,75.0,65.0,2.0,-0.5,0.5,95.0,55.0,1.0,-2.0,0.0,85.0,75.0,1.0,0.0,-2.0,75.0,95.0,0,2,1,3,75,2,1,1
12914,2.0,9.0,0.0,105.0,120.0,1.0,0.0,-3.0,105.0,135.0,2.0,-3.0,0.0,120.0,105.0,1.0,0.0,3.75,105.0,90.0,2.0,4.5,0.0,75.0,105.0,2.0,-0.75,0.75,135.0,75.0,1.0,0.0,-3.0,75.0,120.0,2.0,-4.5,0.0,105.0,90.0,2.0,3.0,-3.0,90.0,105.0,1.0,0.0,6.0,120.0,75.0,2.0,-2.25,3.0,135.0,105.0,0,1,1,3,105,3,3,8
12917,1.0,0.0,2.0,25.0,10.0,2.0,1.0,-1.0,15.0,20.0,1.0,-1.5,0.0,20.0,15.0,1.0,0.0,-1.0,10.0,25.0,2.0,-0.25,0.25,30.0,10.0,1.0,-0.75,1.0,30.0,20.0,1.0,0.0,1.25,20.0,15.0,1.0,-1.0,0.0,25.0,20.0,1.0,0.0,-1.0,20.0,30.0,1.0,1.5,0.0,10.0,20.0,2.0,3.0,0.0,20.0,25.0,0,2,2,3,20,1,3,5
12918,1.0,-1.0,0.0,49.0,44.0,2.0,0.0,1.25,44.0,39.0,1.0,1.5,0.0,34.0,44.0,2.0,-0.25,0.25,54.0,34.0,1.0,0.0,-1.0,34.0,49.0,2.0,-1.5,0.0,44.0,39.0,2.0,1.0,-1.0,39.0,44.0,1.0,0.0,2.0,49.0,34.0,2.0,-0.75,1.0,54.0,44.0,2.0,3.0,0.0,44.0,49.0,1.0,0.0,-1.0,44.0,54.0,0,1,1,3,44,1,3,3
12919,2.0,-1.0,0.0,45.0,40.0,1.0,0.0,2.0,45.0,30.0,1.0,0.0,1.25,40.0,35.0,2.0,1.0,-1.0,35.0,40.0,2.0,-1.5,0.0,40.0,35.0,1.0,0.0,-1.0,40.0,50.0,2.0,-0.25,0.25,50.0,30.0,1.0,1.5,0.0,30.0,40.0,2.0,-0.75,1.0,50.0,40.0,1.0,0.0,-1.0,30.0,45.0,2.0,3.0,0.0,40.0,45.0,0,2,3,3,40,1,2,6
12930,2.0,-0.5,0.5,90.0,50.0,1.0,-2.0,0.0,80.0,70.0,1.0,0.0,2.5,70.0,60.0,1.0,3.0,0.0,50.0,70.0,1.0,0.0,-2.0,50.0,80.0,1.0,-3.0,0.0,70.0,60.0,2.0,2.0,-2.0,60.0,70.0,1.0,0.0,4.0,80.0,50.0,2.0,-1.5,2.0,90.0,70.0,2.0,6.0,0.0,70.0,80.0,1.0,0.0,-2.0,70.0,90.0,0,2,3,3,70,2,2,5
12931,1.0,0.0,-2.0,90.0,110.0,1.0,-2.0,0.0,100.0,90.0,1.0,0.0,2.5,90.0,80.0,2.0,3.0,0.0,70.0,90.0,2.0,-0.5,0.5,110.0,70.0,1.0,0.0,-2.0,70.0,100.0,1.0,-3.0,0.0,90.0,80.0,2.0,2.0,-2.0,80.0,90.0,1.0,0.0,4.0,100.0,70.0,2.0,-1.5,2.0,110.0,90.0,2.0,6.0,0.0,90.0,100.0,0,2,1,3,90,2,3,2
12941,1.0,0.0,-1.0,30.0,45.0,2.0,-1.5,0.0,40.0,35.0,2.0,1.0,-1.0,35.0,40.0,1.0,0.0,2.0,45.0,30.0,1.0,-0.75,1.0,50.0,40.0,2.0,3.0,0.0,40.0,45.0,2.0,-0.25,0.25,50.0,30.0,1.0,0.0,1.25,40.0,35.0,1.0,-1.0,0.0,45.0,40.0,1.0,0.0,-1.0,40.0,50.0,2.0,1.5,0.0,30.0,40.0,0,1,1,3,40,1,3,5
12942,1.0,-3.0,0.0,50.0,40.0,2.0,0.0,-2.0,30.0,60.0,2.0,-0.5,0.5,70.0,30.0,2.0,3.0,0.0,30.0,50.0,1.0,0.0,2.5,50.0,40.0,1.0,-2.0,0.0,60.0,50.0,1.0,0.0,-2.0,50.0,70.0,1.0,0.0,4.0,60.0,30.0,2.0,-1.5,2.0,70.0,50.0,2.0,6.0,0.0,50.0,60.0,2.0,2.0,-2.0,40.0,50.0,0,2,1,3,50,2,3,6
12945,1.0,-1.5,0.0,45.0,40.0,1.0,0.0,-1.0,45.0,55.0,2.0,-1.0,0.0,50.0,45.0,1.0,0.0,1.25,45.0,40.0,2.0,1.5,0.0,35.0,45.0,2.0,-0.25,0.25,55.0,35.0,1.0,0.0,-1.0,35.0,50.0,1.0,1.0,-1.0,40.0,45.0,2.0,0.0,2.0,50.0,35.0,2.0,-0.75,1.0,55.0,45.0,1.0,3.0,0.0,45.0,50.0,0,2,2,3,45,1,3,1
12946,1.0,0.0,1.25,45.0,40.0,1.0,-0.75,1.0,55.0,45.0,1.0,0.0,2.0,50.0,35.0,2.0,1.0,-1.0,40.0,45.0,1.0,-1.5,0.0,45.0,40.0,2.0,3.0,0.0,45.0,50.0,2.0,-0.25,0.25,55.0,35.0,2.0,1.5,0.0,35.0,45.0,1.0,-1.0,0.0,50.0,45.0,2.0,0.0,-1.0,45.0,55.0,2.0,0.0,-1.0,35.0,50.0,0,2,1,3,45,1,3,2
13022,2.0,6.0,0.0,60.0,70.0,2.0,-1.5,2.0,80.0,60.0,2.0,0.0,4.0,70.0,40.0,2.0,-3.0,0.0,60.0,50.0,1.0,0.0,-2.0,40.0,70.0,2.0,2.0,-2.0,50.0,60.0,1.0,3.0,0.0,40.0,60.0,2.0,0.0,2.5,60.0,50.0,2.0,-2.0,0.0,70.0,60.0,1.0,0.0,-2.0,60.0,80.0,2.0,-0.5,0.5,80.0,40.0,0,2,1,3,60,2,3,5
13031,1.0,0.0,4.0,100.0,70.0,1.0,0.0,-2.0,90.0,110.0,2.0,-2.0,0.0,100.0,90.0,1.0,0.0,2.5,90.0,80.0,2.0,3.0,0.0,70.0,90.0,2.0,-0.5,0.5,110.0,70.0,2.0,0.0,-2.0,70.0,100.0,2.0,-3.0,0.0,90.0,80.0,2.0,2.0,-2.0,80.0,90.0,2.0,-1.5,2.0,110.0,90.0,2.0,6.0,0.0,90.0,100.0,0,2,1,3,90,2,3,1
13043,2.0,0.0,2.5,60.0,50.0,2.0,-0.5,0.5,80.0,40.0,1.0,0.0,-2.0,40.0,70.0,1.0,-3.0,0.0,60.0,50.0,2.0,2.0,-2.0,50.0,60.0,1.0,0.0,4.0,70.0,40.0,2.0,-1.5,2.0,80.0,60.0,2.0,6.0,0.0,60.0,70.0,1.0,0.0,-2.0,60.0,80.0,1.0,3.0,0.0,40.0,60.0,2.0,-2.0,0.0,70.0,60.0,0,1,1,3,60,2,3,6
13044,1.0,0.0,4.0,65.0,35.0,1.0,0.0,-2.0,55.0,75.0,2.0,-2.0,0.0,65.0,55.0,1.0,0.0,2.5,55.0,45.0,1.0,3.0,0.0,35.0,55.0,2.0,-0.5,0.5,75.0,35.0,1.0,0.0,-2.0,35.0,65.0,2.0,-3.0,0.0,55.0,45.0,2.0,2.0,-2.0,45.0,55.0,2.0,-1.5,2.0,75.0,55.0,2.0,6.0,0.0,55.0,65.0,0,2,1,3,55,2,3,5
13050,1.0,0.0,-3.0,95.0,125.0,1.0,0.0,3.75,95.0,80.0,2.0,9.0,0.0,95.0,110.0,2.0,4.5,0.0,65.0,95.0,2.0,-0.75,0.75,125.0,65.0,1.0,0.0,-3.0,65.0,110.0,2.0,-4.5,0.0,95.0,80.0,2.0,3.0,-3.0,80.0,95.0,1.0,0.0,6.0,110.0,65.0,1.0,-2.25,3.0,125.0,95.0,2.0,-3.0,0.0,110.0,95.0,0,2,1,3,95,3,3,6
13053,2.0,-1.0,0.0,40.0,35.0,2.0,3.0,0.0,35.0,40.0,2.0,-0.75,1.0,45.0,35.0,1.0,0.0,2.0,40.0,25.0,2.0,-0.25,0.25,45.0,25.0,2.0,-1.5,0.0,35.0,30.0,1.0,0.0,-1.0,25.0,40.0,1.0,0.0,-1.0,35.0,45.0,2.0,1.5,0.0,25.0,35.0,2.0,1.0,-1.0,30.0,35.0,1.0,0.0,1.25,35.0,30.0,0,2,1,3,35,1,3,4
13056,2.0,-3.0,0.0,120.0,105.0,2.0,9.0,0.0,105.0,120.0,1.0,-2.25,3.0,135.0,105.0,1.0,0.0,6.0,120.0,75.0,2.0,3.0,-3.0,90.0,105.0,2.0,-4.5,0.0,105.0,90.0,2.0,0.0,-3.0,75.0,120.0,1.0,-0.75,0.75,135.0,75.0,2.0,4.5,0.0,75.0,105.0,1.0,0.0,3.75,105.0,90.0,1.0,0.0,-3.0,105.0,135.0,0,2,2,3,105,3,3,5
13057,1.0,0.0,-2.0,58.0,78.0,1.0,-2.0,0.0,68.0,58.0,1.0,0.0,-2.0,38.0,68.0,2.0,6.0,0.0,58.0,68.0,1.0,-1.5,2.0,78.0,58.0,1.0,0.0,4.0,68.0,38.0,2.0,2.0,-2.0,48.0,58.0,1.0,-3.0,0.0,58.0,48.0,2.0,-0.5,0.5,78.0,38.0,1.0,0.0,2.5,58.0,48.0,2.0,3.0,0.0,38.0,58.0,0,1,1,3,58,2,3,1
13064,2.0,-2.0,0.0,70.0,60.0,1.0,0.0,-2.0,60.0,80.0,1.0,0.0,2.5,60.0,50.0,1.0,-1.5,2.0,80.0,60.0,1.0,0.0,4.0,70.0,40.0,1.0,2.0,-2.0,50.0,60.0,2.0,-3.0,0.0,60.0,50.0,1.0,0.0,-2.0,40.0,70.0,1.0,-0.5,0.5,80.0,40.0,2.0,3.0,0.0,40.0,60.0,2.0,6.0,0.0,60.0,70.0,0,1,3,3,60,2,3,2
13065,2.0,4.0,-4.0,120.0,140.0,2.0,12.0,0.0,140.0,160.0,2.0,-3.0,4.0,180.0,140.0,1.0,0.0,8.0,160.0,100.0,1.0,0.0,-4.0,100.0,160.0,1.0,-6.0,0.0,140.0,120.0,2.0,6.0,0.0,100.0,140.0,1.0,0.0,5.0,140.0,120.0,2.0,-4.0,0.0,160.0,140.0,1.0,0.0,-4.0,140.0,180.0,2.0,-1.0,1.0,180.0,100.0,0,1,5,3,140,4,2,5
13069,1.0,-2.0,0.0,70.0,60.0,2.0,6.0,0.0,60.0,70.0,2.0,-1.5,2.0,80.0,60.0,2.0,2.0,-2.0,50.0,60.0,1.0,-3.0,0.0,60.0,50.0,1.0,0.0,4.0,70.0,40.0,2.0,-0.5,0.5,80.0,40.0,2.0,3.0,0.0,40.0,60.0,1.0,0.0,2.5,60.0,50.0,1.0,0.0,-2.0,60.0,80.0,1.0,0.0,-2.0,40.0,70.0,0,2,3,2,60,2,2,1
13072,2.0,-4.0,0.0,243.0,223.0,2.0,-3.0,4.0,263.0,223.0,2.0,12.0,0.0,223.0,243.0,2.0,0.0,8.0,243.0,183.0,2.0,4.0,-4.0,203.0,223.0,2.0,-6.0,0.0,223.0,203.0,1.0,0.0,-4.0,183.0,243.0,2.0,-1.0,1.0,263.0,183.0,1.0,6.0,0.0,183.0,223.0,1.0,0.0,5.0,223.0,203.0,1.0,0.0,-4.0,223.0,263.0,0,2,3,2,223,4,1,3
13076,2.0,-4.5,0.0,135.0,120.0,2.0,-3.0,0.0,150.0,135.0,1.0,0.0,3.75,135.0,120.0,1.0,4.5,0.0,105.0,135.0,2.0,-0.75,0.75,165.0,105.0,1.0,0.0,-3.0,105.0,150.0,2.0,3.0,-3.0,120.0,135.0,1.0,0.0,6.0,150.0,105.0,2.0,-2.25,3.0,165.0,135.0,2.0,9.0,0.0,135.0,150.0,1.0,0.0,-3.0,135.0,165.0,0,2,2,3,135,3,3,4
13077,1.0,0.0,2.5,51.0,41.0,2.0,3.0,0.0,31.0,51.0,2.0,-0.5,0.5,71.0,31.0,1.0,0.0,-2.0,31.0,61.0,2.0,-3.0,0.0,51.0,41.0,2.0,2.0,-2.0,41.0,51.0,2.0,0.0,4.0,61.0,31.0,2.0,-1.5,2.0,71.0,51.0,2.0,6.0,0.0,51.0,61.0,2.0,-2.0,0.0,61.0,51.0,1.0,0.0,-2.0,51.0,71.0,0,1,2,2,51,2,3,3
13078,2.0,1.5,0.0,31.0,41.0,1.0,0.0,1.25,41.0,36.0,1.0,0.0,-1.0,41.0,51.0,1.0,-1.0,0.0,46.0,41.0,1.0,-0.25,0.25,51.0,31.0,2.0,0.0,-1.0,31.0,46.0,1.0,-1.5,0.0,41.0,36.0,2.0,1.0,-1.0,36.0,41.0,1.0,0.0,2.0,46.0,31.0,1.0,-0.75,1.0,51.0,41.0,2.0,3.0,0.0,41.0,46.0,0,1,4,3,41,1,1,4
13082,1.0,0.0,1.25,44.0,39.0,2.0,1.5,0.0,34.0,44.0,1.0,0.0,-1.0,44.0,54.0,2.0,-0.75,1.0,54.0,44.0,1.0,0.0,2.0,49.0,34.0,2.0,3.0,0.0,44.0,49.0,1.0,-1.5,0.0,44.0,39.0,1.0,0.0,-1.0,34.0,49.0,2.0,-0.25,0.25,54.0,34.0,2.0,1.0,-1.0,39.0,44.0,2.0,-1.0,0.0,49.0,44.0,0,2,2,2,44,1,3,8
13086,1.0,0.0,2.5,60.0,50.0,1.0,0.0,-2.0,60.0,80.0,1.0,-2.0,0.0,70.0,60.0,2.0,6.0,0.0,60.0,70.0,1.0,-1.5,2.0,80.0,60.0,1.0,0.0,4.0,70.0,40.0,2.0,2.0,-2.0,50.0,60.0,1.0,-3.0,0.0,60.0,50.0,2.0,0.0,-2.0,40.0,70.0,2.0,-0.5,0.5,80.0,40.0,2.0,3.0,0.0,40.0,60.0,0,2,4,3,60,2,3,1
13088,1.0,-1.5,0.0,36.0,31.0,1.0,0.0,1.25,36.0,31.0,1.0,0.0,-1.0,36.0,46.0,2.0,-1.0,0.0,41.0,36.0,2.0,3.0,0.0,36.0,41.0,2.0,-0.75,1.0,46.0,36.0,1.0,0.0,-1.0,26.0,41.0,2.0,1.0,-1.0,31.0,36.0,2.0,-0.25,0.25,46.0,26.0,2.0,1.5,0.0,26.0,36.0,1.0,0.0,2.0,41.0,26.0,0,2,5,3,36,1,3,3
13094,1.0,0.0,-2.0,60.0,80.0,1.0,-2.0,0.0,70.0,60.0,1.0,0.0,2.5,60.0,50.0,2.0,-0.5,0.5,80.0,40.0,1.0,0.0,-2.0,40.0,70.0,1.0,-3.0,0.0,60.0,50.0,2.0,2.0,-2.0,50.0,60.0,1.0,0.0,4.0,70.0,40.0,2.0,-1.5,2.0,80.0,60.0,2.0,6.0,0.0,60.0,70.0,2.0,3.0,0.0,40.0,60.0,0,2,2,2,60,2,3,5
