RespID,Choice_0,CostL_0,CostR_0,TimeL_0,TimeR_0,Choice_1,CostL_1,CostR_1,TimeL_1,TimeR_1,Choice_2,CostL_2,CostR_2,TimeL_2,TimeR_2,Choice_3,CostL_3,CostR_3,TimeL_3,TimeR_3,Choice_4,CostL_4,CostR_4,TimeL_4,TimeR_4,Choice_5,CostL_5,CostR_5,TimeL_5,TimeR_5,Choice_6,CostL_6,CostR_6,TimeL_6,TimeR_6,Choice_7,CostL_7,CostR_7,TimeL_7,TimeR_7,Choice_8,CostL_8,CostR_8,TimeL_8,TimeR_8,Choice_9,CostL_9,CostR_9,TimeL_9,TimeR_9,Choice_10,CostL_10,CostR_10,TimeL_10,TimeR_10,BaseCost,Gender,AgeClass,Mode,BaseTime,TravTimeClass,Purpose,IncClass
1362,2.0,6.0,0.0,55.0,65.0,2.0,-1.5,2.0,75.0,55.0,2.0,0.0,4.0,65.0,35.0,1.0,2.0,-2.0,45.0,55.0,2.0,-3.0,0.0,55.0,45.0,1.0,0.0,-2.0,35.0,65.0,2.0,-0.5,0.5,75.0,35.0,1.0,3.0,0.0,35.0,55.0,2.0,0.0,2.5,55.0,45.0,1.0,0.0,-2.0,55.0,75.0,2.0,-2.0,0.0,65.0,55.0,0,1,3,1,55,2,2,5
1364,1.0,-0.75,1.0,40.0,30.0,1.0,0.0,-1.0,30.0,40.0,1.0,0.0,2.0,35.0,20.0,2.0,1.0,-1.0,25.0,30.0,1.0,-1.5,0.0,30.0,25.0,1.0,0.0,-1.0,20.0,35.0,2.0,-0.25,0.25,40.0,20.0,2.0,1.5,0.0,20.0,30.0,1.0,0.0,1.25,30.0,25.0,1.0,-1.0,0.0,35.0,30.0,2.0,3.0,0.0,30.0,35.0,0,1,2,1,30,1,1,7
1365,2.0,3.0,0.0,45.0,50.0,1.0,0.0,1.25,45.0,40.0,2.0,1.5,0.0,35.0,45.0,2.0,-0.25,0.25,55.0,35.0,1.0,0.0,-1.0,35.0,50.0,2.0,-1.5,0.0,45.0,40.0,2.0,1.0,-1.0,40.0,45.0,1.0,0.0,2.0,50.0,35.0,1.0,-0.75,1.0,55.0,45.0,1.0,0.0,-1.0,45.0,55.0,2.0,-1.0,0.0,50.0,45.0,0,1,3,1,45,1,2,7
1366,2.0,0.0,2.5,75.0,65.0,2.0,6.0,0.0,75.0,85.0,2.0,-1.5,2.0,95.0,75.0,2.0,0.0,4.0,85.0,55.0,2.0,2.0,-2.0,65.0,75.0,1.0,-3.0,0.0,75.0,65.0,1.0,0.0,-2.0,55.0,85.0,2.0,-0.5,0.5,95.0,55.0,1.0,3.0,0.0,55.0,75.0,1.0,-2.0,0.0,85.0,75.0,1.0,0.0,-2.0,75.0,95.0,0,1,2,1,75,2,1,3
1370,2.0,3.0,0.0,15.0,20.0,1.0,-0.75,1.0,25.0,15.0,1.0,0.0,2.0,20.0,5.0,2.0,1.0,-1.0,10.0,15.0,1.0,0.0,1.25,15.0,10.0,2.0,0.0,-1.0,5.0,20.0,2.0,-0.25,0.25,25.0,5.0,2.0,1.5,0.0,5.0,15.0,1.0,0.0,-1.0,15.0,25.0,1.0,-1.5,0.0,15.0,10.0,2.0,-1.0,0.0,20.0,15.0,0,1,4,1,15,1,2,8
1375,2.0,-2.25,3.0,150.0,120.0,2.0,-0.75,0.75,150.0,90.0,2.0,0.0,3.75,120.0,105.0,1.0,4.5,0.0,90.0,120.0,1.0,0.0,-3.0,90.0,135.0,2.0,-4.5,0.0,120.0,105.0,1.0,3.0,-3.0,105.0,120.0,2.0,0.0,6.0,135.0,90.0,1.0,9.0,0.0,120.0,135.0,2.0,-3.0,0.0,135.0,120.0,1.0,0.0,-3.0,120.0,150.0,0,1,4,1,120,3,2,8
1385,1.0,0.0,-2.0,50.0,70.0,1.0,3.0,0.0,30.0,50.0,1.0,0.0,-2.0,30.0,60.0,2.0,-3.0,0.0,50.0,40.0,1.0,2.0,-2.0,40.0,50.0,2.0,0.0,4.0,60.0,30.0,2.0,-1.5,2.0,70.0,50.0,1.0,6.0,0.0,50.0,60.0,2.0,0.0,2.5,50.0,40.0,2.0,-2.0,0.0,60.0,50.0,2.0,-0.5,0.5,70.0,30.0,0,2,3,1,50,2,2,7
1387,1.0,0.0,-2.0,30.0,60.0,2.0,0.0,2.5,50.0,40.0,2.0,-3.0,0.0,50.0,40.0,1.0,2.0,-2.0,40.0,50.0,2.0,0.0,4.0,60.0,30.0,2.0,-1.5,2.0,70.0,50.0,2.0,6.0,0.0,50.0,60.0,2.0,-2.0,0.0,60.0,50.0,1.0,3.0,0.0,30.0,50.0,2.0,-0.5,0.5,70.0,30.0,1.0,0.0,-2.0,50.0,70.0,0,2,2,1,50,2,2,4
1389,1.0,0.0,2.0,50.0,35.0,2.0,1.0,-1.0,40.0,45.0,2.0,-1.5,0.0,45.0,40.0,2.0,-0.25,0.25,55.0,35.0,1.0,1.5,0.0,35.0,45.0,1.0,0.0,1.25,45.0,40.0,2.0,-0.75,1.0,55.0,45.0,2.0,3.0,0.0,45.0,50.0,1.0,0.0,-1.0,35.0,50.0,2.0,-1.0,0.0,50.0,45.0,1.0,0.0,-1.0,45.0,55.0,0,1,3,1,45,1,1,7
1395,1.0,0.0,-1.0,30.0,40.0,2.0,-1.0,0.0,35.0,30.0,1.0,0.0,1.25,30.0,25.0,2.0,1.5,0.0,20.0,30.0,1.0,-0.25,0.25,40.0,20.0,1.0,0.0,-1.0,20.0,35.0,2.0,-1.5,0.0,30.0,25.0,2.0,1.0,-1.0,25.0,30.0,1.0,0.0,2.0,35.0,20.0,2.0,-0.75,1.0,40.0,30.0,2.0,3.0,0.0,30.0,35.0,0,1,2,1,30,1,2,5
1397,2.0,0.0,-1.0,30.0,40.0,2.0,1.5,0.0,20.0,30.0,2.0,3.0,0.0,30.0,35.0,1.0,-0.75,1.0,40.0,30.0,2.0,0.0,2.0,35.0,20.0,2.0,1.0,-1.0,25.0,30.0,1.0,-1.5,0.0,30.0,25.0,2.0,0.0,-1.0,20.0,35.0,1.0,-1.0,0.0,35.0,30.0,1.0,0.0,1.25,30.0,25.0,2.0,-0.25,0.25,40.0,20.0,0,1,4,1,30,1,2,7
1400,2.0,3.0,0.0,20.0,25.0,1.0,0.0,-1.0,20.0,30.0,2.0,1.0,-1.0,15.0,20.0,1.0,-1.5,0.0,20.0,15.0,1.0,0.0,-1.0,10.0,25.0,2.0,-0.25,0.25,30.0,10.0,2.0,1.5,0.0,10.0,20.0,1.0,0.0,1.25,20.0,15.0,2.0,-1.0,0.0,25.0,20.0,1.0,0.0,2.0,25.0,10.0,2.0,-0.75,1.0,30.0,20.0,0,2,2,1,20,1,1,6
1409,1.0,0.0,-2.0,70.0,90.0,2.0,-2.0,0.0,80.0,70.0,2.0,0.0,4.0,80.0,50.0,2.0,3.0,0.0,50.0,70.0,2.0,-0.5,0.5,90.0,50.0,1.0,0.0,-2.0,50.0,80.0,1.0,-3.0,0.0,70.0,60.0,1.0,2.0,-2.0,60.0,70.0,2.0,-1.5,2.0,90.0,70.0,2.0,6.0,0.0,70.0,80.0,1.0,0.0,2.5,70.0,60.0,0,1,3,1,70,2,3,7
1411,1.0,0.0,-1.0,35.0,45.0,2.0,-1.0,0.0,40.0,35.0,2.0,1.5,0.0,25.0,35.0,1.0,0.0,1.25,35.0,30.0,1.0,0.0,-1.0,25.0,40.0,2.0,3.0,0.0,35.0,40.0,2.0,-0.25,0.25,45.0,25.0,2.0,-0.75,1.0,45.0,35.0,2.0,1.0,-1.0,30.0,35.0,2.0,-1.5,0.0,35.0,30.0,1.0,0.0,2.0,40.0,25.0,0,1,4,1,35,1,1,8
1414,2.0,2.0,-2.0,50.0,60.0,1.0,0.0,4.0,70.0,40.0,1.0,-1.5,2.0,80.0,60.0,2.0,6.0,0.0,60.0,70.0,1.0,0.0,-2.0,60.0,80.0,1.0,-2.0,0.0,70.0,60.0,1.0,0.0,2.5,60.0,50.0,2.0,3.0,0.0,40.0,60.0,2.0,-0.5,0.5,80.0,40.0,1.0,0.0,-2.0,40.0,70.0,1.0,-3.0,0.0,60.0,50.0,0,2,3,1,60,2,1,6
1416,1.0,-0.75,1.0,40.0,30.0,2.0,3.0,0.0,30.0,35.0,2.0,1.0,-1.0,25.0,30.0,2.0,-1.5,0.0,30.0,25.0,1.0,0.0,-1.0,20.0,35.0,2.0,-0.25,0.25,40.0,20.0,1.0,1.5,0.0,20.0,30.0,2.0,-1.0,0.0,35.0,30.0,1.0,0.0,-1.0,30.0,40.0,2.0,0.0,1.25,30.0,25.0,1.0,0.0,2.0,35.0,20.0,0,1,2,1,30,1,1,4
1419,1.0,0.0,-1.0,30.0,40.0,1.0,0.0,2.0,35.0,20.0,1.0,0.0,1.25,30.0,25.0,2.0,1.5,0.0,20.0,30.0,2.0,-0.25,0.25,40.0,20.0,1.0,0.0,-1.0,20.0,35.0,2.0,-0.75,1.0,40.0,30.0,2.0,-1.5,0.0,30.0,25.0,2.0,1.0,-1.0,25.0,30.0,2.0,3.0,0.0,30.0,35.0,2.0,-1.0,0.0,35.0,30.0,0,1,3,1,30,1,2,7
1420,1.0,-0.75,1.0,45.0,35.0,1.0,0.0,-1.0,35.0,45.0,1.0,0.0,2.0,40.0,25.0,2.0,1.0,-1.0,30.0,35.0,1.0,-1.5,0.0,35.0,30.0,1.0,0.0,-1.0,25.0,40.0,2.0,-0.25,0.25,45.0,25.0,2.0,1.5,0.0,25.0,35.0,1.0,0.0,1.25,35.0,30.0,2.0,-1.0,0.0,40.0,35.0,2.0,3.0,0.0,35.0,40.0,0,1,2,1,35,1,2,4
1421,1.0,0.0,-2.0,80.0,100.0,1.0,0.0,-2.0,60.0,90.0,2.0,-2.0,0.0,90.0,80.0,2.0,0.0,2.5,80.0,70.0,1.0,3.0,0.0,60.0,80.0,2.0,-0.5,0.5,100.0,60.0,2.0,-3.0,0.0,80.0,70.0,2.0,2.0,-2.0,70.0,80.0,2.0,0.0,4.0,90.0,60.0,2.0,6.0,0.0,80.0,90.0,2.0,-1.5,2.0,100.0,80.0,0,1,3,1,80,2,2,8
1422,2.0,6.0,0.0,60.0,70.0,2.0,-1.5,2.0,80.0,60.0,1.0,-2.0,0.0,70.0,60.0,1.0,0.0,-2.0,60.0,80.0,1.0,0.0,4.0,70.0,40.0,2.0,2.0,-2.0,50.0,60.0,2.0,-0.5,0.5,80.0,40.0,1.0,0.0,-2.0,40.0,70.0,2.0,3.0,0.0,40.0,60.0,1.0,0.0,2.5,60.0,50.0,1.0,-3.0,0.0,60.0,50.0,0,2,3,1,60,2,2,1
1425,1.0,0.0,-2.0,70.0,90.0,1.0,0.0,2.5,70.0,60.0,2.0,3.0,0.0,50.0,70.0,2.0,-0.5,0.5,90.0,50.0,1.0,0.0,-2.0,50.0,80.0,1.0,-3.0,0.0,70.0,60.0,2.0,2.0,-2.0,60.0,70.0,1.0,-2.0,0.0,80.0,70.0,2.0,-1.5,2.0,90.0,70.0,1.0,0.0,4.0,80.0,50.0,2.0,6.0,0.0,70.0,80.0,0,1,2,1,70,2,1,5
1426,2.0,6.0,0.0,65.0,75.0,1.0,0.0,-2.0,65.0,85.0,2.0,-2.0,0.0,75.0,65.0,1.0,3.0,0.0,45.0,65.0,2.0,0.0,2.5,65.0,55.0,1.0,0.0,-2.0,45.0,75.0,2.0,-3.0,0.0,65.0,55.0,1.0,2.0,-2.0,55.0,65.0,2.0,0.0,4.0,75.0,45.0,2.0,-1.5,2.0,85.0,65.0,2.0,-0.5,0.5,85.0,45.0,0,1,2,1,65,2,1,8
1427,1.0,4.0,-4.0,150.0,170.0,2.0,-3.0,4.0,210.0,170.0,1.0,0.0,8.0,190.0,130.0,2.0,-6.0,0.0,170.0,150.0,2.0,-4.0,0.0,190.0,170.0,2.0,-1.0,1.0,210.0,130.0,1.0,6.0,0.0,130.0,170.0,2.0,0.0,5.0,170.0,150.0,1.0,0.0,-4.0,170.0,210.0,1.0,0.0,-4.0,130.0,190.0,2.0,12.0,0.0,170.0,190.0,0,1,2,1,170,4,1,7
1435,2.0,6.0,0.0,60.0,70.0,1.0,0.0,-2.0,60.0,80.0,2.0,-2.0,0.0,70.0,60.0,1.0,0.0,2.5,60.0,50.0,2.0,3.0,0.0,40.0,60.0,2.0,-0.5,0.5,80.0,40.0,2.0,0.0,-2.0,40.0,70.0,2.0,-3.0,0.0,60.0,50.0,2.0,2.0,-2.0,50.0,60.0,1.0,0.0,4.0,70.0,40.0,1.0,-1.5,2.0,80.0,60.0,0,1,2,1,60,2,2,5
1436,2.0,6.0,0.0,55.0,65.0,2.0,-1.5,2.0,75.0,55.0,1.0,0.0,4.0,65.0,35.0,2.0,2.0,-2.0,45.0,55.0,1.0,0.0,-2.0,35.0,65.0,2.0,-3.0,0.0,55.0,45.0,1.0,3.0,0.0,35.0,55.0,1.0,0.0,2.5,55.0,45.0,2.0,-2.0,0.0,65.0,55.0,1.0,0.0,-2.0,55.0,75.0,2.0,-0.5,0.5,75.0,35.0,0,1,2,1,55,2,2,6
1438,1.0,6.0,0.0,65.0,75.0,2.0,-1.5,2.0,85.0,65.0,2.0,0.0,4.0,75.0,45.0,1.0,2.0,-2.0,55.0,65.0,2.0,-3.0,0.0,65.0,55.0,1.0,0.0,-2.0,45.0,75.0,1.0,3.0,0.0,45.0,65.0,2.0,0.0,2.5,65.0,55.0,2.0,-2.0,0.0,75.0,65.0,1.0,0.0,-2.0,65.0,85.0,2.0,-0.5,0.5,85.0,45.0,0,2,2,1,65,2,2,6
1439,2.0,1.0,-1.0,25.0,30.0,2.0,0.0,-1.0,20.0,35.0,1.0,-1.5,0.0,30.0,25.0,2.0,-0.25,0.25,40.0,20.0,1.0,-0.75,1.0,40.0,30.0,1.0,0.0,1.25,30.0,25.0,1.0,-1.0,0.0,35.0,30.0,1.0,0.0,-1.0,30.0,40.0,2.0,3.0,0.0,30.0,35.0,2.0,1.5,0.0,20.0,30.0,1.0,0.0,2.0,35.0,20.0,0,1,2,1,30,1,2,5
1441,1.0,0.0,-2.0,50.0,80.0,1.0,0.0,-2.0,70.0,90.0,2.0,-2.0,0.0,80.0,70.0,2.0,0.0,2.5,70.0,60.0,1.0,3.0,0.0,50.0,70.0,2.0,-0.5,0.5,90.0,50.0,2.0,-3.0,0.0,70.0,60.0,1.0,2.0,-2.0,60.0,70.0,2.0,0.0,4.0,80.0,50.0,2.0,-1.5,2.0,90.0,70.0,1.0,6.0,0.0,70.0,80.0,0,1,2,1,70,2,2,4
1442,2.0,6.0,0.0,55.0,65.0,1.0,0.0,4.0,65.0,35.0,2.0,2.0,-2.0,45.0,55.0,1.0,-3.0,0.0,55.0,45.0,1.0,0.0,-2.0,35.0,65.0,2.0,-1.5,2.0,75.0,55.0,2.0,3.0,0.0,35.0,55.0,1.0,0.0,2.5,55.0,45.0,2.0,-2.0,0.0,65.0,55.0,1.0,0.0,-2.0,55.0,75.0,2.0,-0.5,0.5,75.0,35.0,0,2,2,1,55,2,2,3
1448,2.0,0.0,2.5,60.0,50.0,1.0,3.0,0.0,40.0,60.0,2.0,-0.5,0.5,80.0,40.0,1.0,0.0,-2.0,40.0,70.0,2.0,-3.0,0.0,60.0,50.0,1.0,2.0,-2.0,50.0,60.0,2.0,0.0,4.0,70.0,40.0,2.0,-1.5,2.0,80.0,60.0,1.0,6.0,0.0,60.0,70.0,2.0,-2.0,0.0,70.0,60.0,1.0,0.0,-2.0,60.0,80.0,0,1,3,1,60,2,2,6
1450,2.0,-2.0,0.0,85.0,75.0,1.0,3.0,0.0,55.0,75.0,2.0,-0.5,0.5,95.0,55.0,1.0,0.0,-2.0,55.0,85.0,1.0,-3.0,0.0,75.0,65.0,2.0,2.0,-2.0,65.0,75.0,2.0,0.0,4.0,85.0,55.0,2.0,-1.5,2.0,95.0,75.0,1.0,0.0,-2.0,75.0,95.0,2.0,0.0,2.5,75.0,65.0,2.0,6.0,0.0,75.0,85.0,0,1,3,1,75,2,2,8
1456,1.0,0.0,-2.0,90.0,110.0,1.0,0.0,2.5,90.0,80.0,1.0,3.0,0.0,70.0,90.0,2.0,-0.5,0.5,110.0,70.0,1.0,0.0,-2.0,70.0,100.0,2.0,-3.0,0.0,90.0,80.0,2.0,2.0,-2.0,80.0,90.0,1.0,0.0,4.0,100.0,70.0,2.0,-1.5,2.0,110.0,90.0,2.0,6.0,0.0,90.0,100.0,2.0,-2.0,0.0,100.0,90.0,0,2,2,1,90,2,2,8
1457,1.0,0.0,-1.0,35.0,45.0,2.0,0.0,1.25,35.0,30.0,1.0,1.5,0.0,25.0,35.0,2.0,-0.25,0.25,45.0,25.0,1.0,0.0,-1.0,25.0,40.0,2.0,-1.5,0.0,35.0,30.0,1.0,1.0,-1.0,30.0,35.0,2.0,0.0,2.0,40.0,25.0,2.0,-0.75,1.0,45.0,35.0,1.0,3.0,0.0,35.0,40.0,2.0,-1.0,0.0,40.0,35.0,0,1,4,1,35,1,2,7
1461,1.0,-2.0,0.0,70.0,60.0,1.0,0.0,-2.0,60.0,80.0,1.0,0.0,-2.0,40.0,70.0,2.0,-3.0,0.0,60.0,50.0,2.0,-1.5,2.0,80.0,60.0,2.0,-0.5,0.5,80.0,40.0,2.0,3.0,0.0,40.0,60.0,1.0,0.0,2.5,60.0,50.0,1.0,2.0,-2.0,50.0,60.0,2.0,6.0,0.0,60.0,70.0,2.0,0.0,4.0,70.0,40.0,0,1,2,1,60,2,3,3
1464,2.0,3.0,0.0,30.0,50.0,1.0,0.0,-2.0,50.0,70.0,2.0,-2.0,0.0,60.0,50.0,1.0,0.0,2.5,50.0,40.0,2.0,-0.5,0.5,70.0,30.0,1.0,0.0,-2.0,30.0,60.0,2.0,-3.0,0.0,50.0,40.0,1.0,0.0,4.0,60.0,30.0,2.0,-1.5,2.0,70.0,50.0,2.0,6.0,0.0,50.0,60.0,2.0,2.0,-2.0,40.0,50.0,0,1,3,1,50,2,2,5
1466,2.0,-0.5,0.5,80.0,40.0,1.0,0.0,2.5,60.0,50.0,1.0,3.0,0.0,40.0,60.0,1.0,0.0,-2.0,60.0,80.0,1.0,-3.0,0.0,60.0,50.0,2.0,2.0,-2.0,50.0,60.0,1.0,0.0,4.0,70.0,40.0,2.0,-1.5,2.0,80.0,60.0,2.0,6.0,0.0,60.0,70.0,2.0,-2.0,0.0,70.0,60.0,1.0,0.0,-2.0,40.0,70.0,0,2,2,1,60,2,3,5
1468,1.0,0.0,-2.0,65.0,85.0,2.0,-1.5,2.0,85.0,65.0,2.0,0.0,4.0,75.0,45.0,1.0,2.0,-2.0,55.0,65.0,2.0,-3.0,0.0,65.0,55.0,1.0,0.0,-2.0,45.0,75.0,1.0,6.0,0.0,65.0,75.0,1.0,3.0,0.0,45.0,65.0,2.0,0.0,2.5,65.0,55.0,2.0,-2.0,0.0,75.0,65.0,2.0,-0.5,0.5,85.0,45.0,0,1,2,1,65,2,2,6
1473,2.0,-1.0,0.0,45.0,40.0,2.0,-0.75,1.0,50.0,40.0,1.0,0.0,-1.0,40.0,50.0,1.0,0.0,1.25,40.0,35.0,1.0,1.5,0.0,30.0,40.0,2.0,-0.25,0.25,50.0,30.0,1.0,0.0,-1.0,30.0,45.0,1.0,-1.5,0.0,40.0,35.0,2.0,1.0,-1.0,35.0,40.0,2.0,0.0,2.0,45.0,30.0,2.0,3.0,0.0,40.0,45.0,0,1,3,1,40,1,3,5
1475,1.0,0.0,-1.0,30.0,40.0,1.0,0.0,1.25,30.0,25.0,1.0,-1.0,0.0,35.0,30.0,2.0,3.0,0.0,30.0,35.0,1.0,-0.75,1.0,40.0,30.0,1.0,0.0,2.0,35.0,20.0,2.0,1.0,-1.0,25.0,30.0,1.0,-1.5,0.0,30.0,25.0,1.0,0.0,-1.0,20.0,35.0,2.0,-0.25,0.25,40.0,20.0,2.0,1.5,0.0,20.0,30.0,0,1,2,1,30,1,1,6
1477,2.0,0.0,6.0,125.0,80.0,1.0,3.0,-3.0,95.0,110.0,2.0,-4.5,0.0,110.0,95.0,1.0,0.0,-3.0,80.0,125.0,1.0,9.0,0.0,110.0,125.0,1.0,4.5,0.0,80.0,110.0,2.0,0.0,3.75,110.0,95.0,2.0,-3.0,0.0,125.0,110.0,2.0,-2.25,3.0,140.0,110.0,2.0,-0.75,0.75,140.0,80.0,1.0,0.0,-3.0,110.0,140.0,0,1,3,1,110,3,2,8
1480,2.0,-4.0,0.0,230.0,210.0,1.0,0.0,-4.0,210.0,250.0,2.0,0.0,5.0,210.0,190.0,1.0,6.0,0.0,170.0,210.0,2.0,-1.0,1.0,250.0,170.0,1.0,0.0,-4.0,170.0,230.0,2.0,-6.0,0.0,210.0,190.0,1.0,4.0,-4.0,190.0,210.0,2.0,0.0,8.0,230.0,170.0,2.0,-3.0,4.0,250.0,210.0,1.0,12.0,0.0,210.0,230.0,0,1,3,1,210,4,3,5
1482,1.0,9.0,0.0,135.0,150.0,2.0,-2.25,3.0,165.0,135.0,2.0,0.0,6.0,150.0,105.0,1.0,3.0,-3.0,120.0,135.0,2.0,-4.5,0.0,135.0,120.0,1.0,0.0,-3.0,105.0,150.0,2.0,-0.75,0.75,165.0,105.0,1.0,4.5,0.0,105.0,135.0,2.0,0.0,3.75,135.0,120.0,2.0,-3.0,0.0,150.0,135.0,1.0,0.0,-3.0,135.0,165.0,0,1,2,1,135,3,2,6
1484,1.0,0.0,-3.0,105.0,135.0,2.0,0.0,3.75,105.0,90.0,1.0,4.5,0.0,75.0,105.0,2.0,-0.75,0.75,135.0,75.0,1.0,0.0,-3.0,75.0,120.0,2.0,-4.5,0.0,105.0,90.0,2.0,3.0,-3.0,90.0,105.0,1.0,0.0,6.0,120.0,75.0,2.0,-2.25,3.0,135.0,105.0,2.0,9.0,0.0,105.0,120.0,2.0,-3.0,0.0,120.0,105.0,0,2,2,1,105,3,1,4
1485,2.0,0.0,4.0,100.0,70.0,1.0,2.0,-2.0,80.0,90.0,2.0,-3.0,0.0,90.0,80.0,1.0,0.0,-2.0,70.0,100.0,2.0,-2.0,0.0,100.0,90.0,1.0,3.0,0.0,70.0,90.0,2.0,0.0,2.5,90.0,80.0,1.0,0.0,-2.0,90.0,110.0,2.0,-0.5,0.5,110.0,70.0,1.0,6.0,0.0,90.0,100.0,2.0,-1.5,2.0,110.0,90.0,0,1,2,1,90,2,3,6
1488,2.0,-1.5,2.0,75.0,55.0,2.0,6.0,0.0,55.0,65.0,2.0,-2.0,0.0,65.0,55.0,1.0,0.0,2.5,55.0,45.0,2.0,3.0,0.0,35.0,55.0,2.0,-0.5,0.5,75.0,35.0,1.0,0.0,-2.0,55.0,75.0,1.0,0.0,-2.0,35.0,65.0,2.0,-3.0,0.0,55.0,45.0,2.0,2.0,-2.0,45.0,55.0,1.0,0.0,4.0,65.0,35.0,0,2,3,1,55,2,1,5
1493,2.0,3.0,0.0,35.0,40.0,1.0,-0.75,1.0,45.0,35.0,1.0,0.0,2.0,40.0,25.0,2.0,1.0,-1.0,30.0,35.0,2.0,-1.5,0.0,35.0,30.0,1.0,0.0,-1.0,25.0,40.0,2.0,-0.25,0.25,45.0,25.0,2.0,1.5,0.0,25.0,35.0,1.0,0.0,1.25,35.0,30.0,2.0,-1.0,0.0,40.0,35.0,1.0,0.0,-1.0,35.0,45.0,0,2,2,1,35,1,2,6
1496,2.0,2.0,-2.0,65.0,75.0,2.0,-2.0,0.0,85.0,75.0,1.0,0.0,-2.0,75.0,95.0,2.0,-1.5,2.0,95.0,75.0,2.0,0.0,4.0,85.0,55.0,1.0,-3.0,0.0,75.0,65.0,2.0,6.0,0.0,75.0,85.0,2.0,-0.5,0.5,95.0,55.0,1.0,3.0,0.0,55.0,75.0,1.0,0.0,2.5,75.0,65.0,1.0,0.0,-2.0,55.0,85.0,0,1,3,1,75,2,2,7
1499,2.0,6.0,0.0,55.0,65.0,2.0,3.0,0.0,35.0,55.0,1.0,-1.5,2.0,75.0,55.0,1.0,0.0,4.0,65.0,35.0,2.0,2.0,-2.0,45.0,55.0,1.0,-3.0,0.0,55.0,45.0,1.0,0.0,-2.0,35.0,65.0,2.0,-0.5,0.5,75.0,35.0,1.0,0.0,2.5,55.0,45.0,2.0,-2.0,0.0,65.0,55.0,1.0,0.0,-2.0,55.0,75.0,0,1,3,1,55,2,1,6
1502,2.0,-1.5,2.0,70.0,50.0,1.0,0.0,-2.0,50.0,70.0,2.0,-2.0,0.0,60.0,50.0,1.0,0.0,2.5,50.0,40.0,1.0,3.0,0.0,30.0,50.0,2.0,-0.5,0.5,70.0,30.0,1.0,0.0,-2.0,30.0,60.0,2.0,-3.0,0.0,50.0,40.0,2.0,2.0,-2.0,40.0,50.0,1.0,0.0,4.0,60.0,30.0,2.0,6.0,0.0,50.0,60.0,0,1,1,1,50,2,2,4
1504,1.0,0.0,-2.0,30.0,60.0,2.0,6.0,0.0,50.0,60.0,1.0,0.0,-2.0,50.0,70.0,2.0,-2.0,0.0,60.0,50.0,2.0,0.0,2.5,50.0,40.0,1.0,3.0,0.0,30.0,50.0,2.0,-0.5,0.5,70.0,30.0,1.0,-3.0,0.0,50.0,40.0,1.0,2.0,-2.0,40.0,50.0,1.0,0.0,4.0,60.0,30.0,2.0,-1.5,2.0,70.0,50.0,0,1,2,1,50,2,2,5
1507,1.0,0.0,-2.0,70.0,90.0,2.0,6.0,0.0,70.0,80.0,2.0,-1.5,2.0,90.0,70.0,2.0,0.0,4.0,80.0,50.0,1.0,2.0,-2.0,60.0,70.0,2.0,-3.0,0.0,70.0,60.0,1.0,0.0,-2.0,50.0,80.0,2.0,-0.5,0.5,90.0,50.0,1.0,3.0,0.0,50.0,70.0,1.0,-2.0,0.0,80.0,70.0,2.0,0.0,2.5,70.0,60.0,0,1,2,1,70,2,1,7
1508,2.0,0.0,-1.0,40.0,50.0,1.0,0.0,2.0,45.0,30.0,2.0,1.0,-1.0,35.0,40.0,1.0,-1.5,0.0,40.0,35.0,1.0,-1.0,0.0,45.0,40.0,1.0,-0.25,0.25,50.0,30.0,2.0,1.5,0.0,30.0,40.0,1.0,0.0,1.25,40.0,35.0,1.0,-0.75,1.0,50.0,40.0,2.0,0.0,-1.0,30.0,45.0,2.0,3.0,0.0,40.0,45.0,0,2,3,1,40,1,1,6
1511,1.0,0.0,-2.0,45.0,75.0,2.0,-2.0,0.0,75.0,65.0,2.0,0.0,2.5,65.0,55.0,1.0,3.0,0.0,45.0,65.0,2.0,-0.5,0.5,85.0,45.0,2.0,-3.0,0.0,65.0,55.0,1.0,2.0,-2.0,55.0,65.0,2.0,0.0,4.0,75.0,45.0,2.0,-1.5,2.0,85.0,65.0,1.0,6.0,0.0,65.0,75.0,1.0,0.0,-2.0,65.0,85.0,0,1,4,1,65,2,1,5
1512,2.0,-2.0,0.0,100.0,90.0,2.0,0.0,2.5,90.0,80.0,1.0,3.0,0.0,70.0,90.0,2.0,-0.5,0.5,110.0,70.0,2.0,-1.5,2.0,110.0,90.0,2.0,-3.0,0.0,90.0,80.0,1.0,2.0,-2.0,80.0,90.0,2.0,0.0,4.0,100.0,70.0,1.0,6.0,0.0,90.0,100.0,1.0,0.0,-2.0,70.0,100.0,1.0,0.0,-2.0,90.0,110.0,0,1,2,1,90,2,2,5
1513,1.0,0.0,2.0,35.0,20.0,2.0,-0.75,1.0,40.0,30.0,2.0,1.0,-1.0,25.0,30.0,1.0,-1.5,0.0,30.0,25.0,1.0,0.0,-1.0,20.0,35.0,2.0,-0.25,0.25,40.0,20.0,1.0,1.5,0.0,20.0,30.0,1.0,0.0,1.25,30.0,25.0,2.0,-1.0,0.0,35.0,30.0,1.0,0.0,-1.0,30.0,40.0,2.0,3.0,0.0,30.0,35.0,0,1,2,1,30,1,2,6
