Cntxt	ID	Choice	x11	x12	x13	x14	x21	x22	x23	x24	x31	x32	x33	x34	AV1	AV2	AV3
1	261	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	261	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	261	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	261	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	261	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	261	7777	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	264	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	264	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	264	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	264	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	264	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	264	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	264	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	264	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	264	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	1	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	1	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	1	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	1	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	1	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	1	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	1	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	1	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	1	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	2	1	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	2	1	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	2	2	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	2	2	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	2	2	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	2	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	2	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	2	1	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	2	3	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	3	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	3	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	3	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	3	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	3	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	3	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	3	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	3	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	3	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	4	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	4	1	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	4	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	4	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	4	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	4	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	4	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	4	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	4	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	5	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	5	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	5	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	5	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	5	7777	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	5	7777	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	5	7777	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	5	7777	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	5	7777	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	6	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	6	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	6	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	6	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	6	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	6	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	6	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	6	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	6	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	7	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	7	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	7	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	7	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	7	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	7	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	7	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	7	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	7	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	8	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	8	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	8	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	8	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	8	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	8	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	8	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	8	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	8	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	9	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	9	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	9	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	9	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	9	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	9	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	9	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	9	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	9	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	10	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	10	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	10	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	10	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	10	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	10	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	10	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	10	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	10	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	11	7777	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	11	7777	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	11	7777	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	11	7777	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	11	7777	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	11	7777	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	11	7777	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	11	7777	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	11	7777	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	12	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	12	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	12	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	12	2	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	12	2	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	12	3	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	12	1	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	12	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	12	3	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	13	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	13	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	13	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	13	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	13	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	13	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	13	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	13	1	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	13	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	14	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	14	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	14	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	14	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	14	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	14	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	14	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	14	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	14	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	15	3	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	15	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	15	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	15	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	15	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	15	3	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	15	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	15	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	15	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	16	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	16	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	16	2	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	16	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	16	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	16	3	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	16	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	16	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	16	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	17	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	17	1	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	17	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	17	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	17	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	17	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	17	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	17	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	17	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	18	3	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	18	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	18	2	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	18	2	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	18	2	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	18	3	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	18	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	18	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	18	3	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	19	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	19	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	19	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	19	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	19	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	19	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	19	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	19	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	19	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	20	1	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	20	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	20	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	20	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	20	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	20	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	20	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	20	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	20	3	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	21	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	21	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	21	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	21	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	21	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	21	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	21	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	21	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	21	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	22	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	22	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	22	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	22	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	22	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	22	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	22	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	22	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	22	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	23	1	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	23	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	23	2	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	23	2	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	23	2	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	23	3	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	23	1	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	23	1	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	23	3	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	24	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	24	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	24	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	24	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	24	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	24	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	24	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	24	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	24	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	25	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	25	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	25	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	25	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	25	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	25	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	25	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	25	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	25	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	26	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	26	1	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	26	2	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	26	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	26	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	26	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	26	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	26	1	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	26	3	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	27	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	27	1	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	27	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	27	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	27	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	27	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	27	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	27	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	27	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	28	3	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	28	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	28	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	28	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	28	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	28	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	28	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	28	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	28	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	29	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	29	1	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	29	2	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	29	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	29	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	29	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	29	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	29	1	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	29	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	30	1	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	30	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	30	2	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	30	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	30	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	30	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	30	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	30	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	30	3	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	31	1	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	31	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	31	2	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	31	2	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	31	2	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	31	3	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	31	1	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	31	1	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	31	3	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	32	3	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	32	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	32	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	32	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	32	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	32	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	32	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	32	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	32	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	33	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	33	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	33	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	33	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	33	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	33	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	33	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	33	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	33	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	34	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	34	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	34	2	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	34	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	34	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	34	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	34	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	34	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	34	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	35	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	35	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	35	2	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	35	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	35	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	35	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	35	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	35	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	35	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	36	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	36	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	36	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	36	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	36	2	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	36	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	36	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	36	1	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	36	3	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	37	3	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	37	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	37	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	37	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	37	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	37	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	37	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	37	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	37	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	38	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	38	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	38	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	38	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	38	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	38	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	38	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	38	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	38	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	39	3	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	39	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	39	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	39	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	39	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	39	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	39	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	39	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	39	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	40	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	40	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	40	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	40	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	40	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	40	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	40	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	40	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	40	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	41	1	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	41	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
2	41	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
2	41	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
2	41	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
2	41	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
2	41	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
2	41	1	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
2	41	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
2	42	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
2	42	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
