Cntxt	ID	Choice	x11	x12	x13	x14	x21	x22	x23	x24	x31	x32	x33	x34	AV1	AV2	AV3
1	115	7777	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	115	2	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	115	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	115	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	115	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	115	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	119	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	119	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	119	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	119	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	119	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	119	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	119	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	119	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	119	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	120	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	120	1	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	120	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	120	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	120	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	120	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	120	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	120	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	120	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	121	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	121	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	121	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	121	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	121	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	121	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	121	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	121	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	121	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	122	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	122	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	122	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	122	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	122	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	122	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	122	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	122	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	122	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	123	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	123	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	123	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	123	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	123	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	123	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	123	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	123	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	123	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	124	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	124	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	124	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	124	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	124	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	124	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	124	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	124	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	124	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	125	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	125	1	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	125	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	125	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	125	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	125	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	125	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	125	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	125	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	126	3	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	126	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	126	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	126	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	126	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	126	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	126	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	126	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	126	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	127	3	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	127	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	127	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	127	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	127	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	127	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	127	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	127	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	127	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	129	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	129	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	129	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	129	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	129	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	129	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	129	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	129	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	129	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	130	1	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	130	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	130	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	130	3	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	130	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	130	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	130	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	130	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	130	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	131	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	131	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	131	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	131	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	131	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	131	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	131	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	131	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	131	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	132	3	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	132	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	132	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	132	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	132	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	132	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	132	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	132	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	132	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	133	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	133	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	133	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	133	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	133	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	133	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	133	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	133	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	133	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	134	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	134	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	134	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	134	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	134	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	134	3	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	134	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	134	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	134	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	135	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	135	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	135	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	135	2	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	135	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	135	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	135	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	135	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	135	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	136	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	136	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	136	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	136	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	136	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	136	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	136	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	136	1	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	136	3	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	137	1	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	137	1	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	137	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	137	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	137	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	137	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	137	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	137	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	137	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	170	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	170	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	170	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	170	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	170	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	170	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	170	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	170	1	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	170	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	171	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	171	1	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	171	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	171	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	171	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	171	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	171	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	171	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	171	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	172	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	172	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	172	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	172	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	172	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	172	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	172	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	172	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	172	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	173	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	173	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	173	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	173	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	173	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	173	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	173	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	173	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	173	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	174	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	174	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	174	2	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	174	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	174	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	174	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	174	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	174	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	174	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	175	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	175	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	175	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	175	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	175	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	175	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	175	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	175	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	175	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	176	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	176	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	176	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	176	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	176	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	176	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	176	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	176	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	176	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	177	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	177	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	177	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	177	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	177	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	177	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	177	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	177	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	177	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	178	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	178	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	178	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	178	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	178	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	178	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	178	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	178	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	178	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	179	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	179	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	179	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	179	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	179	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	179	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	179	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	179	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	179	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	180	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	180	1	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	180	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	180	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	180	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	180	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	180	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	180	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	180	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	181	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	181	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	181	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	181	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	181	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	181	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	181	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	181	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	181	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	182	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	182	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	182	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	182	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	182	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	182	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	182	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	182	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	182	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	183	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	183	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	183	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	183	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	183	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	183	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	183	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	183	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	183	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	184	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	184	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	184	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	184	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	184	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	184	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	184	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	184	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	184	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	185	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	185	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	185	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	185	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	185	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	185	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	185	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	185	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	185	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	186	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	186	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	186	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	186	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	186	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	186	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	186	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	186	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	186	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	187	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	187	1	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	187	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	187	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	187	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	187	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	187	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	187	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	187	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	188	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	188	1	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	188	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	188	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	188	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	188	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	188	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	188	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	188	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	189	3	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	189	3	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	189	2	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	189	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	189	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	189	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	189	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	189	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	189	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	190	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	190	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	190	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	190	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	190	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	190	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	190	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	190	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	190	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	240	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	240	1	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	240	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	240	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	240	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	240	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	240	3	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	240	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	240	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	259	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	259	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	259	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	259	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	259	1	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	259	2	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	259	1	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	259	3	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	259	1	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	260	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	260	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	260	1	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
1	260	1	505	100	15	1	545	50	15	2	525	0	20	3	1	1	1
1	260	3	525	100	20	1	525	50	10	2	505	0	15	3	1	1	1
1	260	1	505	0	20	3	525	100	10	1	525	50	10	2	1	1	1
1	260	2	545	50	10	2	505	0	10	3	545	100	20	1	1	1	1
1	260	2	545	50	10	2	545	0	20	1	505	100	10	3	1	1	1
1	260	2	505	0	10	1	525	100	20	3	545	50	15	2	1	1	1
1	261	2	545	50	15	2	505	100	20	3	525	0	15	1	1	1	1
1	261	2	525	100	15	3	505	0	15	1	545	50	20	2	1	1	1
1	261	3	525	0	20	3	545	50	15	2	505	100	10	1	1	1	1
